Seq_id	Size	Description
--------------------------------------------------------------------------------
Block #72
Seq_id	Strand	Start	End	Length
1	-	4152030	4135609	16422
2	+	4951421	4967842	16422
3	+	5105001	5121231	16231
4	+	4620494	4636730	16237
148	-	16422	1	16422
--------------------------------------------------------------------------------
Block #73
Seq_id	Strand	Start	End	Length
1	-	2306576	2246187	60390
2	+	1815177	1902485	87309
3	+	2043990	2109014	65025
4	+	1680822	1751230	70409
266	-	62636	2247	60390
--------------------------------------------------------------------------------
Block #74
Seq_id	Strand	Start	End	Length
1	-	3663898	3647754	16145
2	+	210307	226449	16143
3	+	210823	226955	16133
4	+	207997	224096	16100
67	-	16200	56	16145
--------------------------------------------------------------------------------
Block #75
Seq_id	Strand	Start	End	Length
1	+	4617087	4630707	13621
2	-	4400305	4386685	13621
3	-	4613074	4596977	16098
4	-	4119682	4106060	13623
245	-	121373	107753	13621
--------------------------------------------------------------------------------
Block #76
Seq_id	Strand	Start	End	Length
1	+	4152031	4301304	149274
2	-	4885841	4731958	153884
3	-	5104980	4948843	156138
4	-	4620493	4477002	143492
148	+	16423	165170	148748
--------------------------------------------------------------------------------
Block #77
Seq_id	Strand	Start	End	Length
1	-	3142659	3115971	26689
2	+	764236	791021	26786
3	+	815740	842622	26883
4	+	809453	835536	26084
101	+	1	26689	26689
--------------------------------------------------------------------------------
Block #78
Seq_id	Strand	Start	End	Length
1	+	1409409	1574160	164752
2	-	2815579	2655249	160331
3	-	3122155	2964337	157819
4	-	2619310	2470714	148597
12	+	48055	212580	164526
--------------------------------------------------------------------------------
Block #79
Seq_id	Strand	Start	End	Length
1	-	3850867	3663899	186969
2	+	23886	210306	186421
3	+	24866	210780	185915
4	+	22334	207978	185645
122	-	186978	9	186970
--------------------------------------------------------------------------------
Block #80
Seq_id	Strand	Start	End	Length
1	-	3073791	2993156	80636
2	+	832946	913682	80737
3	+	930704	1014260	83557
4	+	877594	959359	81766
127	-	107919	27284	80636
--------------------------------------------------------------------------------
Block #81
Seq_id	Strand	Start	End	Length
1	-	1699327	1686988	12340
2	+	2531281	2543620	12340
3	+	2780452	2794971	14520
4	+	2346150	2358437	12288
241	-	12345	6	12340
--------------------------------------------------------------------------------
Block #82
Seq_id	Strand	Start	End	Length
1	-	2813453	2795020	18434
2	+	1166913	1185470	18558
3	+	1310666	1330989	20324
4	+	1175016	1193317	18302
60	-	26633	8200	18434
--------------------------------------------------------------------------------
Block #83
Seq_id	Strand	Start	End	Length
1	-	3642496	3632276	10221
2	+	231728	241930	10203
3	+	232211	241540	9330
4	+	229353	239797	10445
58	-	10451	231	10221
--------------------------------------------------------------------------------
Block #84
Seq_id	Strand	Start	End	Length
1	+	430310	454855	24546
2	-	3940849	3916304	24546
3	-	4115726	4091182	24545
4	-	3666423	3641888	24536
252	-	26248	1703	24546
--------------------------------------------------------------------------------
Block #85
Seq_id	Strand	Start	End	Length
1	+	697614	748605	50992
2	-	3673117	3622734	50384
3	-	3858421	3802871	55551
4	-	3400161	3351457	48705
71	-	54858	3867	50992
--------------------------------------------------------------------------------
Block #86
Seq_id	Strand	Start	End	Length
1	-	4497200	4479086	18115
2	+	4534290	4552395	18106
3	+	4740331	4758217	17887
4	+	4241801	4259724	17924
13	+	70499	88613	18115
--------------------------------------------------------------------------------
Block #87
Seq_id	Strand	Start	End	Length
1	+	4572809	4602617	29809
2	-	4444585	4414776	29810
3	-	4662087	4632279	29809
4	-	4166093	4139284	26810
245	-	165652	135843	29810
--------------------------------------------------------------------------------
Block #88
Seq_id	Strand	Start	End	Length
1	+	1699328	1707882	8555
3	-	2780388	2774372	6017
4	-	2346085	2340033	6053
241	+	12346	19703	7358
--------------------------------------------------------------------------------
Block #89
Seq_id	Strand	Start	End	Length
1	-	3949287	3941114	8174
3	+	5314638	5322826	8189
4	+	4826183	4834321	8139
124	-	94642	86469	8174
--------------------------------------------------------------------------------
Block #90
Seq_id	Strand	Start	End	Length
2	-	3431136	3422905	8232
3	-	3663398	3646456	16943
4	-	3194662	3186432	8231
--------------------------------------------------------------------------------
Block #91
Seq_id	Strand	Start	End	Length
1	+	753568	773328	19761
2	-	3616389	3582815	33575
4	-	3345107	3311593	33515
87	-	132556	112803	19754
--------------------------------------------------------------------------------
Block #92
Seq_id	Strand	Start	End	Length
1	-	2432783	2410400	22384
2	+	1694965	1712214	17250
4	+	1560444	1577693	17250
147	+	12937	35026	22090
--------------------------------------------------------------------------------
Block #93
Seq_id	Strand	Start	End	Length
1	+	3109878	3115970	6093
2	-	797113	791022	6092
4	-	841629	835560	6070
101	-	32782	26690	6093
--------------------------------------------------------------------------------
Block #94
Seq_id	Strand	Start	End	Length
1	+	4602618	4617086	14469
2	-	4414775	4400306	14470
4	-	4133833	4119683	14151
245	-	135842	121374	14469
--------------------------------------------------------------------------------
Block #95
Seq_id	Strand	Start	End	Length
1	-	3977194	3963301	13894
3	+	5279296	5292396	13101
4	+	4799054	4812169	13116
124	-	121773	108656	13118
--------------------------------------------------------------------------------
Block #96
Seq_id	Strand	Start	End	Length
1	-	2667032	2654915	12118
2	+	1418720	1430712	11993
4	+	1304421	1316414	11994
146	-	86855	74738	12118
--------------------------------------------------------------------------------
Block #97
Seq_id	Strand	Start	End	Length
1	+	1096222	1105779	9558
2	-	3214061	3204510	9552
3	-	3437368	3427826	9543
151	+	208465	218022	9558
--------------------------------------------------------------------------------
Block #98
Seq_id	Strand	Start	End	Length
1	+	2785675	2795019	9345
3	-	1339135	1331005	8131
4	-	1201458	1193318	8141
60	+	54	8199	8146
--------------------------------------------------------------------------------
Block #99
Seq_id	Strand	Start	End	Length
2	-	23741	17288	6454
3	-	24865	16494	8372
4	-	22333	17218	5116
--------------------------------------------------------------------------------
Block #100
Seq_id	Strand	Start	End	Length
1	-	2242639	2227634	15006
2	+	1928189	1946980	18792
4	+	1776842	1794186	17345
238	+	1	15006	15006
--------------------------------------------------------------------------------
Block #101
Seq_id	Strand	Start	End	Length
1	-	430309	413601	16709
2	+	3940850	3957556	16707
252	+	26249	42957	16709
--------------------------------------------------------------------------------
Block #102
Seq_id	Strand	Start	End	Length
3	-	1795879	1778221	17659
3	+	2170524	2188642	18119
3	-	1577681	1559687	17995
--------------------------------------------------------------------------------
Block #103
Seq_id	Strand	Start	End	Length
1	+	3994566	4004798	10233
2	-	5106620	5096387	10234
124	+	139145	149377	10233
--------------------------------------------------------------------------------
Block #104
Seq_id	Strand	Start	End	Length
2	+	241931	270818	28888
3	+	244078	270697	26620
4	+	239798	268558	28761
--------------------------------------------------------------------------------
Block #105
Seq_id	Strand	Start	End	Length
2	+	608060	618547	10488
3	+	665509	676842	11334
4	+	649946	665238	15293
--------------------------------------------------------------------------------
Block #106
Seq_id	Strand	Start	End	Length
2	+	4285509	4294898	9390
3	+	4470873	4479567	8695
4	+	4007325	4014319	6995
--------------------------------------------------------------------------------
Block #107
Seq_id	Strand	Start	End	Length
1	-	1006064	996453	9612
2	+	3304448	3313872	9425
151	-	118720	109109	9612
--------------------------------------------------------------------------------
Block #108
Seq_id	Strand	Start	End	Length
1	+	2455287	2466553	11267
4	-	1510950	1500469	10482
70	+	379	11645	11267
--------------------------------------------------------------------------------
Block #109
Seq_id	Strand	Start	End	Length
1	+	4017266	4023702	6437
4	-	4754523	4748084	6440
139	+	2322	8758	6437
--------------------------------------------------------------------------------
Block #110
Seq_id	Strand	Start	End	Length
2	+	1914189	1920065	5877
3	-	1645530	1639666	5865
4	+	1762842	1768719	5878
--------------------------------------------------------------------------------
Block #111
Seq_id	Strand	Start	End	Length
2	+	1770560	1776096	5537
3	+	1997095	2002658	5564
4	+	1636316	1641912	5597
--------------------------------------------------------------------------------
Block #112
Seq_id	Strand	Start	End	Length
2	-	3622733	3616436	6298
4	-	3351456	3345154	6303
--------------------------------------------------------------------------------
Block #113
Seq_id	Strand	Start	End	Length
1	+	2443742	2449150	5409
2	+	1902805	1907862	5058
4	+	1751499	1756577	5079
--------------------------------------------------------------------------------
Block #114
Seq_id	Strand	Start	End	Length
1	+	75313	86897	11585
245	-	32441	20857	11585
--------------------------------------------------------------------------------
Block #115
Seq_id	Strand	Start	End	Length
2	+	913687	949139	35453
4	+	959364	995932	36569
--------------------------------------------------------------------------------
Block #116
Seq_id	Strand	Start	End	Length
1	+	1105780	1123868	18089
151	+	218023	236111	18089
--------------------------------------------------------------------------------
Block #117
Seq_id	Strand	Start	End	Length
1	+	1398006	1409408	11403
12	+	36652	48054	11403
--------------------------------------------------------------------------------
Block #118
Seq_id	Strand	Start	End	Length
3	+	3129590	3135019	5430
4	+	2657931	2663348	5418
--------------------------------------------------------------------------------
Block #119
Seq_id	Strand	Start	End	Length
3	+	3525848	3534998	9151
4	+	3030376	3040203	9828
--------------------------------------------------------------------------------
Block #120
Seq_id	Strand	Start	End	Length
1	+	3977195	3994565	17371
124	+	121774	139144	17371
--------------------------------------------------------------------------------
Block #121
Seq_id	Strand	Start	End	Length
1	-	3580920	3573206	7715
130	+	1	6516	6516
--------------------------------------------------------------------------------
Block #122
Seq_id	Strand	Start	End	Length
3	+	2847304	2857667	10364
3	-	1276688	1264881	11808
--------------------------------------------------------------------------------
Block #123
Seq_id	Strand	Start	End	Length
2	+	290682	295877	5196
3	+	295801	300996	5196
--------------------------------------------------------------------------------
Block #124
Seq_id	Strand	Start	End	Length
1	-	3592211	3581521	10691
246	+	1	10691	10691
--------------------------------------------------------------------------------
Block #125
Seq_id	Strand	Start	End	Length
1	+	2667033	2683377	16345
146	+	86856	101939	15084
--------------------------------------------------------------------------------
Block #126
Seq_id	Strand	Start	End	Length
4	+	2307221	2328415	21195
4	-	4363962	4342247	21716
--------------------------------------------------------------------------------
Block #127
Seq_id	Strand	Start	End	Length
2	-	1385238	1369682	15557
2	+	2360440	2376699	16260
--------------------------------------------------------------------------------
Block #128
Seq_id	Strand	Start	End	Length
1	+	4006293	4014347	8055
65	+	1	8055	8055
--------------------------------------------------------------------------------
Block #129
Seq_id	Strand	Start	End	Length
1	+	3601561	3613470	11910
92	+	1	11910	11910
--------------------------------------------------------------------------------
Block #130
Seq_id	Strand	Start	End	Length
2	+	1187089	1267691	80603
3	+	1372334	1450618	78285
--------------------------------------------------------------------------------
Block #131
Seq_id	Strand	Start	End	Length
2	+	2835898	2844283	8386
4	+	2636052	2643958	7907
--------------------------------------------------------------------------------
Block #132
Seq_id	Strand	Start	End	Length
1	+	3921419	3941113	19695
124	+	66774	86468	19695
--------------------------------------------------------------------------------
